countryCode,etlTable,canonicalName,etlFingerPrint,legalStatus,id
,organisation,Coast care,Coast care,,23498
,organisation,Università degli Studi dell'Aquila,Università degli Studi dell'Aquila,,23499
,organisation,Politecnica delle Marche,Politecnica delle Marche,,23500
,organisation,Politecnico di Bari,Politecnico di Bari,,23501
,organisation,Università Campus Biomedico di Roma,Università Campus Biomedico di Roma,,23502
,organisation,Università degli Studi del Sannio,Università degli Studi del Sannio,,23503
,organisation,Università degli Studi di Bari,Università degli Studi di Bari,,23504
,organisation,Università degli Studi di Bergamo,Università degli Studi di Bergamo,,23505
,organisation,Università degli Studi di Bologna,Università degli Studi di Bologna,,23506
,organisation,Libera Università di Bolzano,Libera Università di Bolzano,,23507
,organisation,Università degli Studi di Brescia,Università degli Studi di Brescia,,23508
,organisation,Università degli Studi di Cagliari,Università degli Studi di Cagliari,,23509
,organisation,Università degli Studi di Camerino,Università degli Studi di Camerino,,23510
,organisation,Università della Magna Grecia - Catanzaro,Università della Magna Grecia - Catanzaro,,23511
,organisation,Università degli Studi di Catania,Università degli Studi di Catania,,23512
,organisation,"Università degli studi ""G. D'Annunzio"" Chieti-Pescara","Università degli studi ""G. D'Annunzio"" Chieti-Pescara",,23513
,organisation,Università degli Studi di Ferrara,Università degli Studi di Ferrara,,23514
,organisation,Università degli Studi di Genova,Università degli Studi di Genova,,23515
,organisation,Università del Salento,Università del Salento,,23516
,organisation,IMT - Institute for Advanced Studies Lucca,IMT - Institute for Advanced Studies Lucca,,23517
,organisation,Università degli Studi di Messina,Università degli Studi di Messina,,23518
,organisation,Politecnico di Milano,Politecnico di Milano,,23519
,organisation,"Università Commerciale ""Luigi Bocconi""","Università Commerciale ""Luigi Bocconi""",,23520
,organisation,Università degli Studi di Milano,Università degli Studi di Milano,,23521
,organisation,Università degli Studi di Milano Bicocca,Università degli Studi di Milano Bicocca,,23522
,organisation,Università IULM - Libera Università di Lingue e Comunicazione,Università IULM - Libera Università di Lingue e Comunicazione,,23523
,organisation,Università degli Studi di Modena e Reggio,Università degli Studi di Modena e Reggio,,23524
,organisation,Università degli Studi di Perugia,Università degli Studi di Perugia,,23525
,organisation,Università per Stranieri di Perugia,Università per Stranieri di Perugia,,23526
,organisation,Scuola Normale Superiore di Pisa,Scuola Normale Superiore di Pisa,,23527
,organisation,"Scuola Superiore Studi Universitari e Perfezionamento ""S. Anna""","Scuola Superiore Studi Universitari e Perfezionamento ""S. Anna""",,23528
,organisation,Università degli Studi di Pisa,Università degli Studi di Pisa,,23529
,organisation,Università della Calabria,Università della Calabria,,23530
,organisation,Università degli Studi Mediterranea di Reggio Calabria,Università degli Studi Mediterranea di Reggio Calabria,,23531
,organisation,"Università degli Studi di Roma ""La Sapienza""","Università degli Studi di Roma ""La Sapienza""",,23532
,organisation,"Università degli Studi di Roma ""Tor Vergata""","Università degli Studi di Roma ""Tor Vergata""",,23533
,organisation,Università degli Studi di Salerno,Università degli Studi di Salerno,,23534
,organisation,Università degli Studi di Sassari,Università degli Studi di Sassari,,23535
,organisation,Politecnico di Torino,Politecnico di Torino,,23536
,organisation,Università degli Studi di Torino,Università degli Studi di Torino,,23537
,organisation,Università degli Studi di Trento,Università degli Studi di Trento,,23538
,organisation,Scuola Internazionale Superiore di Studi Avanzati di Trieste,Scuola Internazionale Superiore di Studi Avanzati di Trieste,,23539
,organisation,Università degli Studi di Trieste,Università degli Studi di Trieste,,23540
,organisation,Università degli Studi di Udine,Università degli Studi di Udine,,23541
,organisation,"Università degli Studi di Urbino ""Carlo Bo""","Università degli Studi di Urbino ""Carlo Bo""",,23542
,organisation,Università Ca' Foscari di Venezia,Università Ca' Foscari di Venezia,,23543
,organisation,"Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""","Università degli Studi del Piemonte Orientale ""Amedeo Avogadro""",,23544
,organisation,Università Carlo Cattaneo - LIUC,Università Carlo Cattaneo - LIUC,,23545
,organisation,Università degli Studi di Verona,Università degli Studi di Verona,,23546
,organisation,Centro Italiano Ricerche Aerospaziali,Centro Italiano Ricerche Aerospaziali,,23547
,organisation,Consiglio Nazionale delle Ricerche,Consiglio Nazionale delle Ricerche,,23548
,organisation,ENEA,ENEA,,23549
,organisation,ACV,ACV,,23550
,organisation,CM,CM,,23551
,organisation,Okra,Okra,,23552
,organisation,KAV,KAV,,23553
,organisation,KAJ,KAJ,,23554
,organisation,ARCO,ARCO,,23555
,organisation,Familiehulp,Familiehulp,,23556
,organisation,Aalborg University,Aalborg University,,23557
,organisation,Universidade de Aveiro,Universidade de Aveiro,,23558
,organisation,Universitat Autonoma de Barcelona,Universitat Autonoma de Barcelona,,23559
,organisation,Université de Technologie de Compiegne,Université de Technologie de Compiegne,,23560
,organisation,Dublin City University,Dublin City University,,23561
,organisation,Technische Universitaet Hamburg Harburg,Technische Universitaet Hamburg Harburg,,23562
,organisation,Linkoepings Universitet,Linkoepings Universitet,,23563
,organisation,Technical University of Lodz,Technical University of Lodz,,23564
,organisation,Tecnológico de Monterrey,Tecnológico de Monterrey,,23565
,organisation,Southern Federal University,Southern Federal University,,23566
,organisation,University of Strathclyde,University of Strathclyde,,23567
,organisation,Swinburne University of Technology,Swinburne University of Technology,,23568
,organisation,Tallinn University of Technology,Tallinn University of Technology,,23569
,representative,University of Twente Honours Programme Press,University of Twente,University,23570
,organisation,Association des Femmes Guinéennes pour la Recherche et le Développemen,Association des Femmes Guinéennes pour la Recherche et le Développemen,,23571
,organisation,Association des Professionnelles Africaines de la Communication – Sect,Association des Professionnelles Africaines de la Communication – Sect,,23572
,organisation,Association Guinéenne des Femmes Enseignantes de l’Elémentaire,Association Guinéenne des Femmes Enseignantes de l’Elémentaire,,23573
,organisation,Association des Femmes Juristes de Guinée,Association des Femmes Juristes de Guinée,,23574
,organisation,UNIFED,UNIFED,,23575
,organisation,AFVAD,AFVAD,,23576
,organisation,ADIC,ADIC,,23577
,organisation,CIFAD/GUINEE,CIFAD/GUINEE,,23578
,organisation,FAWE/GUINEE,FAWE/GUINEE,,23579
,organisation,COFEG,COFEG,,23580
,organisation,Demeter Bund Östereich,Demeter Bund Östereich,,23581
,organisation,IBD Certifications,IBD Certifications,,23582
,organisation,Demeter International,Demeter-International,,23583
,organisation,Egyptian Bio-Dynamic Association,Egyptian Bio-Dynamic Association,,23584
,organisation,Biodynaaminen Yhdystis,Biodynaaminen Yhdystis,,23585
,organisation,Association Demeter-France,Association Demeter-France,,23586
,organisation,Demeter e.V.,Demeter e.V.,,23587
,organisation,Debio,Debio,,23588
,organisation,Demeter Associazione per la Tutela della Qualitá Biodinamica in Italia,Demeter Associazione per la Tutela della Qualitá Biodinamica in Italia,,23589
,organisation,Veräin fir biologesch dyn. Landwirtschaft a.s.b.l,Veräin fir biologesch dyn. Landwirtschaft a.s.b.l,,23590
,organisation,Stichting Demeter,Stichting Demeter,,23591
,organisation,Bio Dynamic Farming and Gardening Association in NZ Inc,Bio Dynamic Farming and Gardening Association in NZ Inc,,23592
,organisation,Svenska Demeterförbundet,Svenska Demeterförbundet,,23593
,organisation,Demeterverbund Schweiz,Demeterverbund Schweiz,,23594
,organisation,Biodynamic agricultural association UK,Biodynamic agricultural association UK,,23595
,organisation,Demeter Association Inc.,Demeter Association Inc.,,23596
,organisation,Groep Intro Brussel,Groep Intro Brussel,,23597
,organisation,Cobeff,Cobeff,,23598
,organisation,Stebo,Stebo,,23599
,organisation,Collectif des Femmes,Collectif des Femmes,,23600
,organisation,Buurtservice,Buurtservice,,23601
,organisation,Leren Ondernemen,Leren Ondernemen,,23602
,organisation,Interface3,Interface3,,23603
,organisation,Groep Intro Vlaams Brabant,Groep Intro Vlaams Brabant,,23604
,organisation,Mo Clean,Mo Clean,,23605
,organisation,Creasol,Creasol,,23606
,organisation,Declic Emploi,Declic Emploi,,23607
,organisation,le Germoir,le Germoir,,23608
,organisation,SOFFT,SOFFT,,23609
,organisation,Au Plus Net,Au Plus Net,,23610
,organisation,Forma,Forma,,23611
,organisation,La Calestienne,La Calestienne,,23612
,organisation,IN-Z,IN-Z,,23613
,organisation,IVCA,IVCA,,23614
,organisation,Espaces Ciney,Espaces Ciney,,23615
,organisation,La Source,La Source,,23616
,organisation,OrCA,OrCA,,23617
,organisation,Retravailler,Retravailler,,23618
,organisation,Trav'elles,Trav'elles,,23619
,organisation,AKSI,AKSI,,23620
,organisation,Gaffi,Gaffi,,23621
,organisation,Educar,Educar,,23622
,organisation,29 Rue Blanche,29 Rue Blanche,,23623
,organisation,Credal,Credal,,23624
,organisation,Albanian Association of Youth and Students of Geo-science and Environm,Albanian Association of Youth and Students of Geo-science and Environm,,23625
,organisation,"NGO ""Ecoproject""","NGO ""Ecoproject""",,23626
,organisation,Center for Environment,Center for Environment,,23627
,organisation,BALKANI Wildlife Society,BALKANI Wildlife Society,,23628
,organisation,Birds of Prey Protection Society,Birds of Prey Protection Society,,23629
,organisation,Bulgarian Biodiversity Foundation,Bulgarian Biodiversity Foundation,,23630
,organisation,Environmental Organization - Rhodope,Environmental Organization - Rhodope,,23631
,organisation,"NC ""Future Now""","NC ""Future Now""",,23632
,organisation,Green Balkans Federation of Nature Conservation NGOs Zeleni Balkani -,Green Balkans Federation of Nature Conservation NGOs Zeleni Balkani -,,23633
,organisation,Rodope-Mountain for Everyone,Rodope-Mountain for Everyone,,23634
,organisation,Sand Glass Foundation (SGF),Sand Glass Foundation,,23635
,organisation,UNEP National Committee,UNEP National Committee,,23636
,organisation,"Association for Nature, Environment and Sustainable Development ""Sunce","Association for Nature, Environment and Sustainable Development ""Sunce",,23637
,organisation,Zivot (Life) Association,Zivot (Life) Association,,23638
,organisation,DAPHNE CZ - Institute of Applied Ecology,DAPHNE CZ - Institute of Applied Ecology,,23639
,organisation,YEE: Youth and Environment Europe,Youth and Environment Europe,,23640
,organisation,Estonian Fund for Nature,Estonian Fund for Nature,,23641
,organisation,Ecological Tourism in Europe,Ecological Tourism in Europe,,23642
,organisation,BOCS Alapítvány,BOCS Alapítvány,,23643
,organisation,Ökológiai Intézet a Fenntartható Fejlõdésért,Ökológiai Intézet a Fenntartható Fejlõdésért,,23644
,organisation,Zöld Akció,Zöld Akció,,23645
,organisation,Magyar Természetvédõk Szövetsége,Magyar Természetvédõk Szövetsége,,23646
,organisation,Nimfea Természetvédelmi Egyesület,Nimfea Természetvédelmi Egyesület,,23647
,organisation,Latvian Fund for Nature,Latvian Fund for Nature,,23648
,organisation,Biosfera - Centre for education environment and nature protection,Biosfera - Centre for education environment and nature protection,,23649
,organisation,Ecological Movement of Macedonia,Ecological Movement of Macedonia,,23650
,organisation,Eco-Protection,Eco-Protection,,23651
,organisation,"Environmental Society ""ECO-MISSION""","Environmental Society ""ECO-MISSION""",,23652
,organisation,Makmontana UNEP National Committee,Makmontana UNEP National Committee,,23653
,organisation,BIOTICA Ecological Society,BIOTICA Ecological Society,,23654
,organisation,CUTEZATORUL Public Association,CUTEZATORUL Public Association,,23655
,organisation,Ecological Counseling Center Cahul,Ecological Counseling Center Cahul,,23656
,organisation,Earth 1530,Earth 1530,,23657
,organisation,Greens of Montenegro,Greens of Montenegro,,23658
,organisation,NGO Green Home,NGO Green Home,,23659
,organisation,The Academic Section of the Polish Country-Lovers' Association in Krak,The Academic Section of the Polish Country-Lovers' Association in Krak,,23660
,organisation,"The Polish Society for Nature Protection ""Salamandra""","The Polish Society for Nature Protection ""Salamandra""",,23661
,organisation,Naturalists Club Poland,Naturalists Club Poland,,23662
,organisation,"Polish Society of Wildlife Friends ""Pro Natura""","Polish Society of Wildlife Friends ""Pro Natura""",,23663
,organisation,Agora - Working Group for Sustainable Development,Agora - Working Group for Sustainable Development,,23664
,organisation,Ecosilvex 2000 Foundation,Ecosilvex 2000 Foundation,,23665
,organisation,Fundatia ADEPT Transilvania,Fundatia ADEPT Transilvania,,23666
,organisation,Green Echoes Association,Green Echoes Association,,23667
,organisation,Green Valley Association,Green Valley Association,,23668
,organisation,Greentourism Ecological Association,Greentourism Ecological Association,,23669
,organisation,Milvus Group,Milvus Group,,23670
,organisation,NGO Sustainable Sighisoara,NGO Sustainable Sighisoara,,23671
,organisation,UNESCO Pro Natura Ecological Club,UNESCO Pro Natura Ecological Club,,23672
,organisation,Centar Tesla - Competence Center for Sustainable Development,Centar Tesla - Competence Center for Sustainable Development,,23673
,organisation,Center for Socio-Ecological Research and Documentation,Center for Socio-Ecological Research and Documentation,,23674
,organisation,Ecolibri Bionet - Center for Biodiversity Conservation and Sustainable,Ecolibri Bionet - Center for Biodiversity Conservation and Sustainable,,23675
,organisation,"International Scientific Forum ""Danube - River of Cooperation""","International Scientific Forum ""Danube - River of Cooperation""",,23676
,organisation,ORCA - Organization for Respect and Care of Animals,ORCA - Organization for Respect and Care of Animals,,23677
,organisation,PROTEGO - Association for Protection and Improvement of Environment an,PROTEGO - Association for Protection and Improvement of Environment an,,23678
,organisation,School for Survival,School for Survival,,23679
,organisation,TERRA'S Association,TERRA'S Association,,23680
,organisation,Young Researchers of Serbia,Young Researchers of Serbia,,23681
,organisation,BROZ - Regional Association for Nature Conservation and Sustainable De,BROZ - Regional Association for Nature Conservation and Sustainable De,,23682
,organisation,Raptor Protection of Slovakia (RPS),Raptor Protection of Slovakia (RPS),,23683
,organisation,SOSNA - Center for Sustainable Alternatives,SOSNA - Center for Sustainable Alternatives,,23684
,organisation,STUZ - The Society for Sustainable Living in the Slovak Republic,STUZ - The Society for Sustainable Living in the Slovak Republic,,23685
